session_id,scheduled_start,actual_start,duration_min,location,status,session_title,district_id,district_name,program,enrolled_count,present_count,absent_count,subject,tutor_id,tutor_email,tutor_present,skills,student_id,roster_status,attended,joined_at,left_at,minutes_in_session,school_name,grade,section,course,engagement,skill_progress,exported_at
51000162,2025-12-18 12:35:00,2025-12-18 12:35:00,30,ONLINE,COMPLETED,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),42,Larkspur Bend County Schools,NQ-42-SY26,2,2,0,MATH,64240,eslami.numbers@example.com,1,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),ab12b78c-20ec-476e-bafb-9d181e3439b5,ACCEPTED,1,2025-12-18 12:41:00,2025-12-18 13:05:00,0.0,Juniper Vale South MS,06,NQ-40003 C19G,C19G,1,0,2026-01-05 06:00:00
51000162,2025-12-18 12:35:00,2025-12-18 12:35:00,30,ONLINE,COMPLETED,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),42,Larkspur Bend County Schools,NQ-42-SY26,2,2,0,MATH,64240,eslami.numbers@example.com,1,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),eaa4eb7b-48cc-44e5-94d8-a892cb8f2b33,ACCEPTED,1,2025-12-18 12:40:00,2025-12-18 13:02:00,0.0,Juniper Vale South MS,06,NQ-40003 C19G,C19G,1,0,2026-01-05 06:00:00
51000465,2025-12-04 12:35:00,2025-12-04 12:35:00,30,ONLINE,COMPLETED,LT-3: Solve two-step equations and inequalities (M.7.EE.4),42,Larkspur Bend County Schools,NQ-42-SY26,3,1,2,MATH,64240,eslami.numbers@example.com,1,LT-3: Solve two-step equations and inequalities (M.7.EE.4),d4a8ff1a-74be-401e-8508-e1eefdf7aa8c,ACCEPTED,1,2025-12-04 12:37:00,2025-12-04 13:04:00,0.0,Juniper Vale South MS,07,NQ-40006 C20G,C20G,1,0,2026-01-05 06:00:00
51000465,2025-12-04 12:35:00,2025-12-04 12:35:00,30,ONLINE,COMPLETED,LT-3: Solve two-step equations and inequalities (M.7.EE.4),42,Larkspur Bend County Schools,NQ-42-SY26,3,1,2,MATH,64240,eslami.numbers@example.com,1,LT-3: Solve two-step equations and inequalities (M.7.EE.4),e269b3e8-b473-4176-8d16-2c8edfa6fa0d,ACCEPTED,0,,,0.0,Juniper Vale South MS,07,NQ-40006 C20G,C20G,0,0,2026-01-05 06:00:00
51000465,2025-12-04 12:35:00,2025-12-04 12:35:00,30,ONLINE,COMPLETED,LT-3: Solve two-step equations and inequalities (M.7.EE.4),42,Larkspur Bend County Schools,NQ-42-SY26,3,1,2,MATH,64240,eslami.numbers@example.com,1,LT-3: Solve two-step equations and inequalities (M.7.EE.4),815d8ba7-1e6f-43f9-8c78-575c30f0dd4a,ACCEPTED,0,,,0.0,Juniper Vale South MS,07,NQ-40006 C20G,C20G,0,0,2026-01-05 06:00:00
51000511,2025-12-09 12:35:00,2025-12-09 12:35:00,30,ONLINE,COMPLETED,,42,Larkspur Bend County Schools,NQ-42-SY26,3,1,2,MATH,64240,eslami.numbers@example.com,1,,d4a8ff1a-74be-401e-8508-e1eefdf7aa8c,ACCEPTED,0,,,0.0,Juniper Vale South MS,07,NQ-40006 C20G,C20G,0,0,2026-01-05 06:00:00
51000511,2025-12-09 12:35:00,2025-12-09 12:35:00,30,ONLINE,COMPLETED,,42,Larkspur Bend County Schools,NQ-42-SY26,3,1,2,MATH,64240,eslami.numbers@example.com,1,,e269b3e8-b473-4176-8d16-2c8edfa6fa0d,ACCEPTED,1,2025-12-09 12:47:00,2025-12-09 12:59:00,0.0,Juniper Vale South MS,07,NQ-40006 C20G,C20G,0,0,2026-01-05 06:00:00
51000511,2025-12-09 12:35:00,2025-12-09 12:35:00,30,ONLINE,COMPLETED,,42,Larkspur Bend County Schools,NQ-42-SY26,3,1,2,MATH,64240,eslami.numbers@example.com,1,,815d8ba7-1e6f-43f9-8c78-575c30f0dd4a,ACCEPTED,0,,,0.0,Juniper Vale South MS,07,NQ-40006 C20G,C20G,0,0,2026-01-05 06:00:00
51000532,2025-12-16 12:35:00,2025-12-16 12:35:00,30,ONLINE,COMPLETED,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),42,Larkspur Bend County Schools,NQ-42-SY26,3,3,0,MATH,64240,eslami.numbers@example.com,1,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),d4a8ff1a-74be-401e-8508-e1eefdf7aa8c,ACCEPTED,1,2025-12-16 12:41:00,2025-12-16 13:01:00,0.0,Juniper Vale South MS,07,NQ-40006 C20G,C20G,1,1,2026-01-05 06:00:00
51000532,2025-12-16 12:35:00,2025-12-16 12:35:00,30,ONLINE,COMPLETED,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),42,Larkspur Bend County Schools,NQ-42-SY26,3,3,0,MATH,64240,eslami.numbers@example.com,1,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),e269b3e8-b473-4176-8d16-2c8edfa6fa0d,ACCEPTED,1,2025-12-16 12:42:00,2025-12-16 13:00:00,0.0,Juniper Vale South MS,07,NQ-40006 C20G,C20G,1,0,2026-01-05 06:00:00
51000532,2025-12-16 12:35:00,2025-12-16 12:35:00,30,ONLINE,COMPLETED,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),42,Larkspur Bend County Schools,NQ-42-SY26,3,3,0,MATH,64240,eslami.numbers@example.com,1,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),815d8ba7-1e6f-43f9-8c78-575c30f0dd4a,ACCEPTED,1,2025-12-16 12:36:00,2025-12-16 13:02:00,0.0,Juniper Vale South MS,07,NQ-40006 C20G,C20G,1,1,2026-01-05 06:00:00
51000576,2025-12-18 12:35:00,2025-12-18 12:35:00,30,ONLINE,COMPLETED,,42,Larkspur Bend County Schools,NQ-42-SY26,3,2,1,MATH,64240,eslami.numbers@example.com,1,,d4a8ff1a-74be-401e-8508-e1eefdf7aa8c,ACCEPTED,0,,,0.0,Juniper Vale South MS,07,NQ-40006 C20G,C20G,0,0,2026-01-05 06:00:00
51000576,2025-12-18 12:35:00,2025-12-18 12:35:00,30,ONLINE,COMPLETED,,42,Larkspur Bend County Schools,NQ-42-SY26,3,2,1,MATH,64240,eslami.numbers@example.com,1,,e269b3e8-b473-4176-8d16-2c8edfa6fa0d,ACCEPTED,1,2025-12-18 12:35:00,2025-12-18 12:59:00,0.0,Juniper Vale South MS,07,NQ-40006 C20G,C20G,0,0,2026-01-05 06:00:00
51000576,2025-12-18 12:35:00,2025-12-18 12:35:00,30,ONLINE,COMPLETED,,42,Larkspur Bend County Schools,NQ-42-SY26,3,2,1,MATH,64240,eslami.numbers@example.com,1,,815d8ba7-1e6f-43f9-8c78-575c30f0dd4a,ACCEPTED,1,2025-12-18 12:43:00,2025-12-18 13:02:00,0.0,Juniper Vale South MS,07,NQ-40006 C20G,C20G,0,0,2026-01-05 06:00:00
51000791,2025-12-02 12:35:00,2025-12-02 12:35:00,30,ONLINE,COMPLETED,LT-3: Solve two-step equations and inequalities (M.7.EE.4),42,Larkspur Bend County Schools,NQ-42-SY26,3,3,0,MATH,42108,steadfast.tutoring116@example.com,1,LT-3: Solve two-step equations and inequalities (M.7.EE.4),bc02bc80-3bd0-43f2-b8a5-f84f63c7f70f,ACCEPTED,1,2025-12-02 12:41:00,2025-12-02 13:02:00,0.0,Juniper Vale South MS,06,NQ-40015 C44B,C44B,1,0,2026-01-05 06:00:00
51000791,2025-12-02 12:35:00,2025-12-02 12:35:00,30,ONLINE,COMPLETED,LT-3: Solve two-step equations and inequalities (M.7.EE.4),42,Larkspur Bend County Schools,NQ-42-SY26,3,3,0,MATH,42108,steadfast.tutoring116@example.com,1,LT-3: Solve two-step equations and inequalities (M.7.EE.4),3c407196-7017-4965-bf3f-53274cb3bbe2,ACCEPTED,1,2025-12-02 12:36:00,2025-12-02 13:05:00,0.0,Juniper Vale South MS,06,NQ-40015 C44B,C44B,1,0,2026-01-05 06:00:00
51000791,2025-12-02 12:35:00,2025-12-02 12:35:00,30,ONLINE,COMPLETED,LT-3: Solve two-step equations and inequalities (M.7.EE.4),42,Larkspur Bend County Schools,NQ-42-SY26,3,3,0,MATH,42108,steadfast.tutoring116@example.com,1,LT-3: Solve two-step equations and inequalities (M.7.EE.4),077ee64a-b07d-4fd0-baf2-2f349f704a2c,ACCEPTED,1,2025-12-02 12:37:00,2025-12-02 13:04:00,0.0,Juniper Vale South MS,06,NQ-40015 C44B,C44B,1,1,2026-01-05 06:00:00
51000818,2025-12-04 12:35:00,2025-12-04 12:35:00,30,ONLINE,MISSED,,42,Larkspur Bend County Schools,NQ-42-SY26,3,0,3,MATH,42108,steadfast.tutoring116@example.com,1,,bc02bc80-3bd0-43f2-b8a5-f84f63c7f70f,ACCEPTED,0,,,0.0,Juniper Vale South MS,06,NQ-40015 C44B,C44B,0,0,2026-01-05 06:00:00
51000818,2025-12-04 12:35:00,2025-12-04 12:35:00,30,ONLINE,MISSED,,42,Larkspur Bend County Schools,NQ-42-SY26,3,0,3,MATH,42108,steadfast.tutoring116@example.com,1,,3c407196-7017-4965-bf3f-53274cb3bbe2,ACCEPTED,0,,,0.0,Juniper Vale South MS,06,NQ-40015 C44B,C44B,0,0,2026-01-05 06:00:00
51000818,2025-12-04 12:35:00,2025-12-04 12:35:00,30,ONLINE,MISSED,,42,Larkspur Bend County Schools,NQ-42-SY26,3,0,3,MATH,42108,steadfast.tutoring116@example.com,1,,077ee64a-b07d-4fd0-baf2-2f349f704a2c,ACCEPTED,0,,,0.0,Juniper Vale South MS,06,NQ-40015 C44B,C44B,0,0,2026-01-05 06:00:00
51000864,2025-12-09 12:35:00,2025-12-09 12:35:00,30,ONLINE,COMPLETED,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),42,Larkspur Bend County Schools,NQ-42-SY26,3,2,1,MATH,42108,steadfast.tutoring116@example.com,1,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),bc02bc80-3bd0-43f2-b8a5-f84f63c7f70f,ACCEPTED,1,2025-12-09 12:35:00,2025-12-09 13:02:00,0.0,Juniper Vale South MS,06,NQ-40015 C44B,C44B,1,1,2026-01-05 06:00:00
51000864,2025-12-09 12:35:00,2025-12-09 12:35:00,30,ONLINE,COMPLETED,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),42,Larkspur Bend County Schools,NQ-42-SY26,3,2,1,MATH,42108,steadfast.tutoring116@example.com,1,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),3c407196-7017-4965-bf3f-53274cb3bbe2,ACCEPTED,1,2025-12-09 12:41:00,2025-12-09 13:05:00,0.0,Juniper Vale South MS,06,NQ-40015 C44B,C44B,1,0,2026-01-05 06:00:00
51000864,2025-12-09 12:35:00,2025-12-09 12:35:00,30,ONLINE,COMPLETED,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),42,Larkspur Bend County Schools,NQ-42-SY26,3,2,1,MATH,42108,steadfast.tutoring116@example.com,1,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),077ee64a-b07d-4fd0-baf2-2f349f704a2c,ACCEPTED,0,,,0.0,Juniper Vale South MS,06,NQ-40015 C44B,C44B,0,0,2026-01-05 06:00:00
51000877,2025-12-11 12:35:00,2025-12-11 12:35:00,30,ONLINE,COMPLETED,LT-1: Solve multi-step linear equations with rational coefficients (M.8.EE.7),42,Larkspur Bend County Schools,NQ-42-SY26,3,1,2,MATH,42108,steadfast.tutoring116@example.com,1,LT-1: Solve multi-step linear equations with rational coefficients (M.8.EE.7),bc02bc80-3bd0-43f2-b8a5-f84f63c7f70f,ACCEPTED,1,2025-12-11 12:40:00,2025-12-11 13:02:00,0.0,Juniper Vale South MS,06,NQ-40015 C44B,C44B,1,1,2026-01-05 06:00:00
51000877,2025-12-11 12:35:00,2025-12-11 12:35:00,30,ONLINE,COMPLETED,LT-1: Solve multi-step linear equations with rational coefficients (M.8.EE.7),42,Larkspur Bend County Schools,NQ-42-SY26,3,1,2,MATH,42108,steadfast.tutoring116@example.com,1,LT-1: Solve multi-step linear equations with rational coefficients (M.8.EE.7),3c407196-7017-4965-bf3f-53274cb3bbe2,ACCEPTED,0,,,0.0,Juniper Vale South MS,06,NQ-40015 C44B,C44B,0,0,2026-01-05 06:00:00
51000877,2025-12-11 12:35:00,2025-12-11 12:35:00,30,ONLINE,COMPLETED,LT-1: Solve multi-step linear equations with rational coefficients (M.8.EE.7),42,Larkspur Bend County Schools,NQ-42-SY26,3,1,2,MATH,42108,steadfast.tutoring116@example.com,1,LT-1: Solve multi-step linear equations with rational coefficients (M.8.EE.7),077ee64a-b07d-4fd0-baf2-2f349f704a2c,ACCEPTED,0,,,0.0,Juniper Vale South MS,06,NQ-40015 C44B,C44B,0,0,2026-01-05 06:00:00
51000910,2025-12-16 12:35:00,2025-12-16 12:35:00,30,ONLINE,COMPLETED,,42,Larkspur Bend County Schools,NQ-42-SY26,3,1,2,MATH,42108,steadfast.tutoring116@example.com,1,,bc02bc80-3bd0-43f2-b8a5-f84f63c7f70f,ACCEPTED,1,2025-12-16 12:38:00,2025-12-16 13:04:00,0.0,Juniper Vale South MS,06,NQ-40015 C44B,C44B,0,0,2026-01-05 06:00:00
51000910,2025-12-16 12:35:00,2025-12-16 12:35:00,30,ONLINE,COMPLETED,,42,Larkspur Bend County Schools,NQ-42-SY26,3,1,2,MATH,42108,steadfast.tutoring116@example.com,1,,3c407196-7017-4965-bf3f-53274cb3bbe2,ACCEPTED,0,,,0.0,Juniper Vale South MS,06,NQ-40015 C44B,C44B,0,0,2026-01-05 06:00:00
51000910,2025-12-16 12:35:00,2025-12-16 12:35:00,30,ONLINE,COMPLETED,,42,Larkspur Bend County Schools,NQ-42-SY26,3,1,2,MATH,42108,steadfast.tutoring116@example.com,1,,077ee64a-b07d-4fd0-baf2-2f349f704a2c,ACCEPTED,0,,,0.0,Juniper Vale South MS,06,NQ-40015 C44B,C44B,0,0,2026-01-05 06:00:00
51000945,2025-12-18 12:35:00,2025-12-18 12:35:00,30,ONLINE,MISSED,,42,Larkspur Bend County Schools,NQ-42-SY26,3,0,3,MATH,42108,steadfast.tutoring116@example.com,1,,bc02bc80-3bd0-43f2-b8a5-f84f63c7f70f,ACCEPTED,0,,,0.0,Juniper Vale South MS,06,NQ-40015 C44B,C44B,0,0,2026-01-05 06:00:00
51000945,2025-12-18 12:35:00,2025-12-18 12:35:00,30,ONLINE,MISSED,,42,Larkspur Bend County Schools,NQ-42-SY26,3,0,3,MATH,42108,steadfast.tutoring116@example.com,1,,3c407196-7017-4965-bf3f-53274cb3bbe2,ACCEPTED,0,,,0.0,Juniper Vale South MS,06,NQ-40015 C44B,C44B,0,0,2026-01-05 06:00:00
51000945,2025-12-18 12:35:00,2025-12-18 12:35:00,30,ONLINE,MISSED,,42,Larkspur Bend County Schools,NQ-42-SY26,3,0,3,MATH,42108,steadfast.tutoring116@example.com,1,,077ee64a-b07d-4fd0-baf2-2f349f704a2c,ACCEPTED,0,,,0.0,Juniper Vale South MS,06,NQ-40015 C44B,C44B,0,0,2026-01-05 06:00:00
51001106,2025-12-01 11:05:00,2025-12-01 11:05:00,30,ONLINE,COMPLETED,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),42,Larkspur Bend County Schools,NQ-42-SY26,2,2,0,MATH,31460,prof.calc.olu904@example.com,1,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),9a1dd8e8-589e-4121-844e-036020ce1f1b,ACCEPTED,1,2025-12-01 11:05:00,2025-12-01 11:30:00,0.0,Chronic absentee,08,NQ-40020 C05G,C05G,1,1,2026-01-05 06:00:00
51001106,2025-12-01 11:05:00,2025-12-01 11:05:00,30,ONLINE,COMPLETED,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),42,Larkspur Bend County Schools,NQ-42-SY26,2,2,0,MATH,31460,prof.calc.olu904@example.com,1,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),bfad539f-55a7-4287-84f7-b2900a9a072d,ACCEPTED,1,2025-12-01 11:13:00,2025-12-01 11:32:00,0.0,Juniper Vale South MS,08,NQ-40020 C05G,C05G,1,0,2026-01-05 06:00:00
51001112,2025-12-04 11:05:00,2025-12-04 11:05:00,30,ONLINE,COMPLETED,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),42,Larkspur Bend County Schools,NQ-42-SY26,2,2,0,MATH,31460,prof.calc.olu904@example.com,1,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),9a1dd8e8-589e-4121-844e-036020ce1f1b,ACCEPTED,1,2025-12-04 11:05:00,2025-12-04 11:32:00,0.0,Chronic absentee,08,NQ-40020 C05G,C05G,1,1,2026-01-05 06:00:00
51001112,2025-12-04 11:05:00,2025-12-04 11:05:00,30,ONLINE,COMPLETED,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),42,Larkspur Bend County Schools,NQ-42-SY26,2,2,0,MATH,31460,prof.calc.olu904@example.com,1,LT-2: Interpret unit rate as slope in proportional relationships (M.7.RP.2),bfad539f-55a7-4287-84f7-b2900a9a072d,ACCEPTED,1,2025-12-04 11:05:00,2025-12-04 11:33:00,0.0,Juniper Vale South MS,08,NQ-40020 C05G,C05G,1,0,2026-01-05 06:00:00
51001168,2025-12-11 11:05:00,2025-12-11 11:05:00,30,ONLINE,COMPLETED,,42,Larkspur Bend County Schools,NQ-42-SY26,2,1,1,MATH,31460,prof.calc.olu904@example.com,1,,9a1dd8e8-589e-4121-844e-036020ce1f1b,ACCEPTED,1,2025-12-11 11:12:00,2025-12-11 11:34:00,22.0,Chronic absentee,08,NQ-40020 C05G,C05G,0,0,2026-01-05 06:00:00
51001168,2025-12-11 11:05:00,2025-12-11 11:05:00,30,ONLINE,COMPLETED,,42,Larkspur Bend County Schools,NQ-42-SY26,2,1,1,MATH,31460,prof.calc.olu904@example.com,1,,bfad539f-55a7-4287-84f7-b2900a9a072d,ACCEPTED,0,,,0.0,Juniper Vale South MS,08,NQ-40020 C05G,C05G,0,0,2026-01-05 06:00:00
51001219,2025-12-15 11:05:00,2025-12-15 11:05:00,30,ONLINE,COMPLETED,LT-3: Write and solve one-step equations from word problems (M.6.EE.5),42,Larkspur Bend County Schools,NQ-42-SY26,2,1,1,MATH,31460,prof.calc.olu904@example.com,1,LT-3: Write and solve one-step equations from word problems (M.6.EE.5),9a1dd8e8-589e-4121-844e-036020ce1f1b,ACCEPTED,1,2025-12-15 11:14:00,2025-12-15 11:32:00,0.0,Chronic absentee,08,NQ-40020 C05G,C05G,1,1,2026-01-05 06:00:00
51001219,2025-12-15 11:05:00,2025-12-15 11:05:00,30,ONLINE,COMPLETED,LT-3: Write and solve one-step equations from word problems (M.6.EE.5),42,Larkspur Bend County Schools,NQ-42-SY26,2,1,1,MATH,31460,prof.calc.olu904@example.com,1,LT-3: Write and solve one-step equations from word problems (M.6.EE.5),bfad539f-55a7-4287-84f7-b2900a9a072d,ACCEPTED,0,,,0.0,Juniper Vale South MS,08,NQ-40020 C05G,C05G,0,0,2026-01-05 06:00:00
51001472,2025-12-01 11:05:00,2025-12-01 11:05:00,30,ONLINE,COMPLETED,LT-3: Write and solve one-step equations from word problems (M.6.EE.5),42,Larkspur Bend County Schools,NQ-42-SY26,3,2,1,MATH,31460,prof.calc.olu904@example.com,1,LT-3: Write and solve one-step equations from word problems (M.6.EE.5),c507b1ee-ff27-4019-bb52-0591688208be,ACCEPTED,1,2025-12-01 11:12:00,2025-12-01 11:34:00,0.0,Juniper Vale South MS,07,NQ-40025 C34B,C34B,1,1,2026-01-05 06:00:00
51001472,2025-12-01 11:05:00,2025-12-01 11:05:00,30,ONLINE,COMPLETED,LT-3: Write and solve one-step equations from word problems (M.6.EE.5),42,Larkspur Bend County Schools,NQ-42-SY26,3,2,1,MATH,31460,prof.calc.olu904@example.com,1,LT-3: Write and solve one-step equations from word problems (M.6.EE.5),558c3969-d3c8-4c1a-9ca2-93cdfcc97b88,ACCEPTED,0,,,0.0,Juniper Vale South MS,07,NQ-40025 C34B,C34B,0,0,2026-01-05 06:00:00
51001472,2025-12-01 11:05:00,2025-12-01 11:05:00,30,ONLINE,COMPLETED,LT-3: Write and solve one-step equations from word problems (M.6.EE.5),42,Larkspur Bend County Schools,NQ-42-SY26,3,2,1,MATH,31460,prof.calc.olu904@example.com,1,LT-3: Write and solve one-step equations from word problems (M.6.EE.5),6a64aad9-a162-4df8-b785-e485e4fc9d43,ACCEPTED,1,2025-12-01 11:07:00,2025-12-01 11:31:00,24.0,Juniper Vale South MS,07,NQ-40025 C34B,C34B,1,1,2026-01-05 06:00:00
51001484,2025-12-04 11:05:00,2025-12-04 11:05:00,30,ONLINE,COMPLETED,LT-1: Solve multi-step linear equations with rational coefficients (M.8.EE.7),42,Larkspur Bend County Schools,NQ-42-SY26,3,2,1,MATH,31460,prof.calc.olu904@example.com,1,LT-1: Solve multi-step linear equations with rational coefficients (M.8.EE.7),c507b1ee-ff27-4019-bb52-0591688208be,ACCEPTED,0,,,0.0,Juniper Vale South MS,07,NQ-40025 C34B,C34B,0,0,2026-01-05 06:00:00
51001484,2025-12-04 11:05:00,2025-12-04 11:05:00,30,ONLINE,COMPLETED,LT-1: Solve multi-step linear equations with rational coefficients (M.8.EE.7),42,Larkspur Bend County Schools,NQ-42-SY26,3,2,1,MATH,31460,prof.calc.olu904@example.com,1,LT-1: Solve multi-step linear equations with rational coefficients (M.8.EE.7),558c3969-d3c8-4c1a-9ca2-93cdfcc97b88,ACCEPTED,1,2025-12-04 11:14:00,2025-12-04 11:29:00,0.0,Juniper Vale South MS,07,NQ-40025 C34B,C34B,1,1,2026-01-05 06:00:00
51001484,2025-12-04 11:05:00,2025-12-04 11:05:00,30,ONLINE,COMPLETED,LT-1: Solve multi-step linear equations with rational coefficients (M.8.EE.7),42,Larkspur Bend County Schools,NQ-42-SY26,3,2,1,MATH,31460,prof.calc.olu904@example.com,1,LT-1: Solve multi-step linear equations with rational coefficients (M.8.EE.7),6a64aad9-a162-4df8-b785-e485e4fc9d43,ACCEPTED,1,2025-12-04 11:16:00,2025-12-04 11:35:00,0.0,Juniper Vale South MS,07,NQ-40025 C34B,C34B,1,1,2026-01-05 06:00:00
